store,category,brand,product,full_product_text,price,sale_price,price_unit,per_unit_price,sale_per_unit_price,units,price_per_1,is_sale,data_last_refreshed_at,sale_valid_until
sobeys,flyer,,Cymbidium Orchid Arrangement,Cymbidium Orchid Arrangement,,14.99,each,,14.99,,True,True,03/04/2023,03/08
sobeys,flyer,STERLING SILVER,STERLING SILVER Fresh Boneless Cross Rib Pot Roast or Simmering Steaks,STERLING SILVER Fresh Boneless Cross Rib Pot Roast or Simmering Steaks,,7.99,/lb 17.61/kg,,7.99,,False,True,03/04/2023,03/08
sobeys,flyer,STERLING SILVER,STERLING SILVER Fresh Boneless Top Sirloin Grilling Steaks or Premium Oven Roast,STERLING SILVER Fresh Boneless Top Sirloin Grilling Steaks or Premium Oven Roast,,9.99,/lb 22.02/kg,,9.99,,False,True,03/04/2023,03/08
sobeys,flyer,COMPLIMENTS,COMPLIMENTS Fresh AIR-CHILLED Boneless Skinless Chicken Thighs,COMPLIMENTS Fresh AIR-CHILLED Boneless Skinless Chicken Thighs,,7.99,/lb 17.61/kg,,7.99,,False,True,03/04/2023,03/08
sobeys,flyer,,Boneless Stuffed Chicken Breast,Boneless Stuffed Chicken Breast,,4.99,each,,2.8514285714285714,100g,True,True,03/04/2023,03/08
sobeys,flyer,,Fresh Pork Shoulder Blade Roasts or Steak,Fresh Pork Shoulder Blade Roasts or Steak,,3.99,/lb 8.80/kg,,3.99,,False,True,03/04/2023,03/08
sobeys,flyer,THE CANADIAN,"THE CANADIAN Medium Ground Chuck Smoked Bacon and Cheddar, Jalapeño Jack or Onion & Swiss Beef Burger","THE CANADIAN Medium Ground Chuck Smoked Bacon and Cheddar, Jalapeño Jack or Onion & Swiss Beef Burger",,6.99,/lb 15.41/kg,,6.99,,False,True,03/04/2023,03/08
sobeys,flyer,,Fresh Canadian Lamb Loin Chops,Fresh Canadian Lamb Loin Chops,,15.99,/lb 35.25/kg,,15.99,,False,True,03/04/2023,03/08
sobeys,flyer,,Whole Ducks,Whole Ducks,,6.99,/lb. 15.41/kg,,6.99,,False,True,03/04/2023,03/08
sobeys,flyer,PANACHE,PANACHE Dinner or Breakfast Pork Sausages,PANACHE Dinner or Breakfast Pork Sausages,,5.99,each,,1.5973333333333333,100g,True,True,03/04/2023,03/08
sobeys,flyer,STERLING SILVER,STERLING SILVER Fresh BBQ Whiskey or Montreal BBQ Marinated Boneless Top Sirloin Grilling Medallions,STERLING SILVER Fresh BBQ Whiskey or Montreal BBQ Marinated Boneless Top Sirloin Grilling Medallions,,11.99,/lb 26.43/kg,,11.99,,False,True,03/04/2023,03/08
sobeys,flyer,NOBLE,NOBLE PREMIUM BISON Top Sirloin Steak,NOBLE PREMIUM BISON Top Sirloin Steak,,11.99,each,,5.3053097345132745,100g,True,True,03/04/2023,03/08
sobeys,flyer,,Fresh Boneless Pork Shoulder Blade Roasts or Family Size Steak,Fresh Boneless Pork Shoulder Blade Roasts or Family Size Steak,,4.99,/lb 11.00/kg,,4.99,,False,True,03/04/2023,03/08
sobeys,flyer,NOBLE PREMIUM BISON,NOBLE PREMIUM BISON Cubes or Inside Round Steak,NOBLE PREMIUM BISON Cubes or Inside Round Steak,,9.99,each,,4.420353982300885,100g,True,True,03/04/2023,03/08
sobeys,flyer,NOBLE,NOBLE PREMIUM BISON Rib Eye or Striploin Steak,NOBLE PREMIUM BISON Rib Eye or Striploin Steak,,14.99,each,,6.632743362831858,100g,True,True,03/04/2023,03/08
sobeys,flyer,GOLD LABEL,GOLD LABEL Smoked Pork or Beef Sausages,GOLD LABEL Smoked Pork or Beef Sausages,,4.99,ea when you buy 2 or more,,1.6633333333333333,100g,False,True,03/04/2023,03/08
sobeys,flyer,BUTTERBALL,BUTTERBALL Turkey Bacon or Rasher,BUTTERBALL Turkey Bacon or Rasher,,5.99,each,,1.9966666666666668,100g,True,True,03/04/2023,03/08
sobeys,flyer,PILLER'S,PILLER'S Naturally Smoked Boneless Hams,PILLER'S Naturally Smoked Boneless Hams,,12.99,each,,1.6237500000000002,100g,True,True,03/04/2023,03/08
sobeys,flyer,COMPLIMENTS,COMPLIMENTS Peameal-Style Bacon Chub,COMPLIMENTS Peameal-Style Bacon Chub,,3.99,/lb 8.80/kg,,3.99,,False,True,03/04/2023,03/08
sobeys,flyer,,COMPLIMENTS Breaded Chicken Balls with Sweet & Sour Sauce or MARC ANGELO Sausages,COMPLIMENTS Breaded Chicken Balls with Sweet & Sour Sauce or MARC ANGELO Sausages,,7.99,each,,1.598,100g,True,True,03/04/2023,03/08
sobeys,flyer,,COMPLIMENTS 5 Cheese Cannelloni,COMPLIMENTS 5 Cheese Cannelloni,,9.99,each,,0.9990000000000001,100g,True,True,03/04/2023,03/08
sobeys,flyer,COMPLIMENTS,"COMPLIMENTS Chicken Wings, Fillets, Chunks or Rib Tips","COMPLIMENTS Chicken Wings, Fillets, Chunks or Rib Tips",,13.99,each,,2.3316666666666666,100g,True,True,03/04/2023,03/08
sobeys,flyer,WONG WING,WONG WING Assorted Appetizer Pack,WONG WING Assorted Appetizer Pack,,15.99,each,,1.8767605633802815,100g,True,True,03/04/2023,03/08
sobeys,flyer,NAGANO,NAGANO Premium Fresh Pork Tenderloin,NAGANO Premium Fresh Pork Tenderloin,,10.99,/lb 24.23/kg,,10.99,,False,True,03/04/2023,03/08
sobeys,flyer,COMPLIMENTS,"COMPLIMENTS NATURALLY SIMPLE Wild Pink Salmon, Cod or Haddock Loins","COMPLIMENTS NATURALLY SIMPLE Wild Pink Salmon, Cod or Haddock Loins",,5.99,each,,2.6387665198237884,100g,True,True,03/04/2023,03/08
sobeys,flyer,,COMPLIMENTS Bay Scallops,COMPLIMENTS Bay Scallops,,7.99,each,,2.35,100g,True,True,03/04/2023,03/08
sobeys,flyer,,Fresh Atlantic Salmon Portions,Fresh Atlantic Salmon Portions,,5.29,each,,4.681415929203539,100g,True,True,03/04/2023,03/08
sobeys,flyer,TRUE NORTH,TRUE NORTH Atlantic Salmon Burgers,TRUE NORTH Atlantic Salmon Burgers,,6.0,each,,2.307692307692308,100g,True,True,03/04/2023,03/08
sobeys,flyer,COMPLIMENTS,COMPLIMENTS Breaded or Battered Haddock or Sole,COMPLIMENTS Breaded or Battered Haddock or Sole,,10.99,each,,2.198,100g,True,True,03/04/2023,03/08
sobeys,flyer,,TOPPITS Ecuadorian Jumbo Shrimp,TOPPITS Ecuadorian Jumbo Shrimp,,12.99,each,,3.820588235294118,100g,True,True,03/04/2023,03/08
sobeys,flyer,TRUE NORTH,TRUE NORTH Atlantic Salmon Portions,TRUE NORTH Atlantic Salmon Portions,,9.99,each,,2.4975,1ea,True,True,03/04/2023,03/08
sobeys,flyer,TRUE NORTH,TRUE NORTH Smoked Candied Atlantic Salmon Strips,TRUE NORTH Smoked Candied Atlantic Salmon Strips,,,each,,,,True,True,03/04/2023,03/08
sobeys,flyer,FONTAINE SANTÉ,FONTAINE SANTÉ Hummus,FONTAINE SANTÉ Hummus,,5.99,each,,1.3193832599118942,100g,True,True,03/04/2023,03/08
sobeys,flyer,SUMMER FRESH,SUMMER FRESH Salads,SUMMER FRESH Salads,,8.99,each,,1.12375,100g,True,True,03/04/2023,03/08
sobeys,flyer,,Chicken Strips or Flings,Chicken Strips or Flings,,2.0,/100 g,,2.0,,False,True,03/04/2023,03/08
sobeys,flyer,RANA,RANA Fresh Pasta,RANA Fresh Pasta,,5.99,with Scene+ Card,,2.3960000000000004,100g,False,True,03/04/2023,03/08
sobeys,flyer,,BBQ Chicken Leg Quarters,BBQ Chicken Leg Quarters,,7.99,each,,1.9975,1ea,True,True,03/04/2023,03/08
sobeys,flyer,,Mini BABYBEL,Mini BABYBEL,,10.99,ea,,0.9158333333333334,1ea,False,True,03/04/2023,03/08
sobeys,flyer,COMPLIMENTS,COMPLIMENTS Salami,COMPLIMENTS Salami,,2.99,/100 g,,2.99,,False,True,03/04/2023,03/08
sobeys,flyer,COMPLIMENTS,COMPLIMENTS Sliced Meats,COMPLIMENTS Sliced Meats,,6.0,ea when you buy 2 or more,,3.428571428571429,100g,False,True,03/04/2023,03/08
sobeys,flyer,COMPLIMENTS,COMPLIMENTS Muffins,COMPLIMENTS Muffins,,7.69,each,,1.9225,1ea,True,True,03/04/2023,03/08
sobeys,flyer,,Iced with Sprinkles or Lemon Filled Donuts,Iced with Sprinkles or Lemon Filled Donuts,,4.49,each,,1.4966666666666668,1ea,True,True,03/04/2023,03/08
sobeys,flyer,,BACKERHAUS Signature Buns or STUYVER'S Ciabatta or Portuguese Buns,BACKERHAUS Signature Buns or STUYVER'S Ciabatta or Portuguese Buns,,4.49,with Scene+ Card,,1.1225,1ea,False,True,03/04/2023,03/08
sobeys,flyer,,Single Layer Shortcakes,Single Layer Shortcakes,,15.69,each,,1.7728813559322032,100g,True,True,03/04/2023,03/08
sobeys,flyer,,Mini Cakes,Mini Cakes,,4.79,each,,2.5210526315789474,100g,True,True,03/04/2023,03/08
sobeys,flyer,,Danish,Danish,,6.29,each,,1.5725,1ea,True,True,03/04/2023,03/08
sobeys,flyer,,Artisan Style Baguettes,Artisan Style Baguettes,,2.69,each,,0.8276923076923077,100g,True,True,03/04/2023,03/08
sobeys,flyer,PANACHE,PANACHE Naan,PANACHE Naan,,4.29,each,,1.2617647058823531,100g,True,True,03/04/2023,03/08
sobeys,flyer,,get the recipe,get the recipe,,,each,,,,True,True,03/04/2023,03/08
sobeys,flyer,,cheesy dippers,cheesy dippers,,,each,,,,True,True,03/04/2023,03/08
sobeys,flyer,COMPLIMENTS,COMPLIMENTS Naan Dippers,COMPLIMENTS Naan Dippers,,4.29,each,,2.145,100g,True,True,03/04/2023,03/08
sobeys,flyer,,get recipe,get recipe,,,each,,,,True,True,03/04/2023,03/08
sobeys,flyer,PANACHE,PANACHE Mini Naan plain or roasted garlic,PANACHE Mini Naan plain or roasted garlic,,3.49,each,,1.745,100g,True,True,03/04/2023,03/08
sobeys,flyer,,get recipe,get recipe,,,each,,,,True,True,03/04/2023,03/08
sobeys,flyer,,deli,deli,,,each,,,,True,True,03/04/2023,03/08
sobeys,flyer,,Bulk Olives,Bulk Olives,,3.29,/100 g,,3.29,,False,True,03/04/2023,03/08
sobeys,flyer,PANACHE,PANACHE Provolone Valpadana Piccante,PANACHE Provolone Valpadana Piccante,,7.99,ea,,3.995,100g,False,True,03/04/2023,03/08
sobeys,flyer,SARDO,SARDO Fire Roasted Peppers,SARDO Fire Roasted Peppers,,4.79,each,,4.79,,True,True,03/04/2023,03/08
sobeys,flyer,,"KOOL-AID, MIO, TANG, COUNTRY TIME or CRYSTAL LIGHT Water Enhancers","KOOL-AID, MIO, TANG, COUNTRY TIME or CRYSTAL LIGHT Water Enhancers",,7.5,each,,15.625,100g,True,True,03/04/2023,03/08
sobeys,flyer,MELITTA,MELITTA Traditional Roast Coffee,MELITTA Traditional Roast Coffee,,17.99,each,,1.9344086021505373,100g,True,True,03/04/2023,03/08
sobeys,flyer,,CLEARY CANADIAN,CLEARY CANADIAN,,5.0,each,,2.5,,True,True,03/04/2023,03/08
sobeys,flyer,MOTT'S,MOTT'S Party Pak Clamato Juice,MOTT'S Party Pak Clamato Juice,,5.49,with Scene+ Card,,5.49,,False,True,03/04/2023,03/08
sobeys,flyer,RUFFLES,RUFFLES Potato Chips,RUFFLES Potato Chips,,8.0,each,,2.2222222222222223,100g,True,True,03/04/2023,03/08
sobeys,flyer,COMPLIMENTS,COMPLIMENTS Potato Chips or Extraaa! Flavour Chips,COMPLIMENTS Potato Chips or Extraaa! Flavour Chips,,2.19,ea when you buy ea 3 or more,,1.095,100g,False,True,03/04/2023,03/08
sobeys,flyer,DORITOS,DORITOS Tortilla Chips,DORITOS Tortilla Chips,,9.0,each,,2.142857142857143,100g,True,True,03/04/2023,03/08
sobeys,flyer,COMPLIMENTS,COMPLIMENTS Snacks,COMPLIMENTS Snacks,,6.0,each,,1.1320754716981132,100g,True,True,03/04/2023,03/08
sobeys,flyer,KELLOGG'S,KELLOGG'S Cheez-It Crackers,KELLOGG'S Cheez-It Crackers,,3.49,ea when you buy 2 or more,,1.0386904761904763,100g,False,True,03/04/2023,03/08
sobeys,flyer,,"Crush, Dr. Pepper, Mug, Mountain Dew, Brisk or 7Up Flavours","Crush, Dr. Pepper, Mug, Mountain Dew, Brisk or 7Up Flavours",,14.0,each,,7.0,,True,True,03/04/2023,03/08
sobeys,flyer,COCA-COLA,COCA-COLA Mini Cans,COCA-COLA Mini Cans,,4.0,ea when you buy 2 or more,,4.0,,False,True,03/04/2023,03/08
sobeys,flyer,,"NATURE VALLEY Granola Bars, MOTT'S Fruitsations Snacks, FIBRE 1 Chocolate Oats or FRUIT BY THE FOOT","NATURE VALLEY Granola Bars, MOTT'S Fruitsations Snacks, FIBRE 1 Chocolate Oats or FRUIT BY THE FOOT",,12.99,each,,2.0392464678178963,100g,True,True,03/04/2023,03/08
sobeys,flyer,,CHRISTIE Honey Maid Wafers,CHRISTIE Honey Maid Wafers,,4.49,each,,1.1225,100g,True,True,03/04/2023,03/08
sobeys,flyer,,CHRISTIE Premium Plus Crackers,CHRISTIE Premium Plus Crackers,,4.79,each,,1.0644444444444445,100g,True,True,03/04/2023,03/08
sobeys,flyer,DARE,DARE Bear Paws,DARE Bear Paws,,3.33,ea when you buy 2 or more,,2.22,100g,False,True,03/04/2023,03/08
sobeys,flyer,COMPLIMENTS,COMPLIMENTS Snack Crackers,COMPLIMENTS Snack Crackers,,,each,,,100g,True,True,03/04/2023,03/08
sobeys,flyer,,MUSKOKA Coffee,MUSKOKA Coffee,,16.99,each,,4.2475,100g,True,True,03/04/2023,03/08
sobeys,flyer,,FERRERO ROCHER Squirrel,FERRERO ROCHER Squirrel,,5.99,each,,6.655555555555556,100g,True,True,03/04/2023,03/08
sobeys,flyer,,SKITTLES or STARBURST Candy and Gummies,SKITTLES or STARBURST Candy and Gummies,,3.49,each,,2.3112582781456954,100g,True,True,03/04/2023,03/08
sobeys,flyer,,CADBURY Mini Eggs,CADBURY Mini Eggs,,8.99,each,,2.2475,100g,True,True,03/04/2023,03/08
sobeys,flyer,SILK,SILK Plant-Based Cheese,SILK Plant-Based Cheese,,4.99,each,,2.495,100g,True,True,03/04/2023,03/08
sobeys,flyer,,EVIVE Smoothie Cubes,EVIVE Smoothie Cubes,,8.99,each,,2.9966666666666666,1ea,True,True,03/04/2023,03/08
sobeys,flyer,JUST Egg,JUST Egg Alternative,JUST Egg Alternative,,5.99,each,,1.4975,1ea,True,True,03/04/2023,03/08
sobeys,flyer,SEVENTH GENERATION,SEVENTH GENERATION Dish Liquid,SEVENTH GENERATION Dish Liquid,,3.49,with Scene+ Card,,3.49,,False,True,03/04/2023,03/08
sobeys,flyer,LUNDBERG,LUNDBERG Rice,LUNDBERG Rice,,9.99,each,,1.101433296582139,100g,True,True,03/04/2023,03/08
sobeys,flyer,PACIFIC FOODS,PACIFIC FOODS Broths,PACIFIC FOODS Broths,,5.99,each,,0.5990000000000001,100ml,True,True,03/04/2023,03/08
sobeys,flyer,THE GFB,THE GFB Bites,THE GFB Bites,,5.79,each,,5.123893805309734,100g,True,True,03/04/2023,03/08
sobeys,flyer,COMPLIMENTS,COMPLIMENTS ORGANIC Tablet Bars,COMPLIMENTS ORGANIC Tablet Bars,,7.0,each,,3.5000000000000004,100g,True,True,03/04/2023,03/08
sobeys,flyer,KIND,KIND Bar,KIND Bar,,2.0,ea,,5.0,100g,False,True,03/04/2023,03/08
sobeys,flyer,WAMPOLE,WAMPOLE Vitamins or Supplements,WAMPOLE Vitamins or Supplements,,,each,,,1ea,True,True,03/04/2023,03/08
sobeys,flyer,COMPLIMENT,COMPLIMENT ORGANIC Quick Oats,COMPLIMENT ORGANIC Quick Oats,,3.99,each,,0.399,100g,True,True,03/04/2023,03/08
sobeys,flyer,COMPLIMENTS,COMPLIMENTS Lasagna,COMPLIMENTS Lasagna,,,each,,,100g,True,True,03/04/2023,03/08
sobeys,flyer,COMPLIMENTS,COMPLIMENTS Extra Virgin Olive Oil,COMPLIMENTS Extra Virgin Olive Oil,,,each,,,100ml,True,True,03/04/2023,03/08
sobeys,flyer,COMPLIMENTS,COMPLIMENTS Chicken Strips,COMPLIMENTS Chicken Strips,,,each,,,100g,True,True,03/04/2023,03/08
sobeys,flyer,COMPLIMENTS,COMPLIMENTS Pasta Sauce,COMPLIMENTS Pasta Sauce,,,each,,,,True,True,03/04/2023,03/08
sobeys,flyer,COMPLIMENTS,COMPLIMENTS Chicken Wings,COMPLIMENTS Chicken Wings,,,each,,,100g,True,True,03/04/2023,03/08
sobeys,flyer,COMPLIMENTS,COMPLIMENTS Smoked Sausages,COMPLIMENTS Smoked Sausages,,,each,,,100g,True,True,03/04/2023,03/08
